clean_text,emotion_label,stress_label
bisa langsung direct message aku ya fee ke saja bayar akhir testimoni on pinned,neutral,0.25
sudah sabar tapi masih dibohongi dan kepikiran terus di kantor,angry,0.78
malam ini kepikiran terus jadi sedih agak random sih di kantor sama dia,sad,0.6
malam ini kepikiran terus jadi sedih padahal sudah coba santai di rumah sama dia,sad,0.82
panik banget tadi twitter gue tidak bisa di buka,anxious,0.71
pagi ibuk semangat menjalani harinya,happy,0.19
aku cuma ingin istirahat sebentar dari tadi kepikiran waktu malam sama dia,sad,0.58
semangat semangat lucu hihi,happy,0.05
itu tukang sate bego amat ya kenapa memang masa bara api dikipasi sampai mampus juga tidak bakal dingin,angry,0.99
kenapa sih harus bikin masalah terus dan kepikiran terus waktu malam sendiri,angry,0.69
semangat ya tidak apa apa kok lama dari pada kamu yang lelah cemas jam tidurnya berkurang menyenangkan orang lain itu bagus tetapi lebih bagus lagi menyenangkan diri sendiri dulu okaayy,happy,0.04
rasanya kosong saja hari ini pas perjalanan sama keluarga,sad,0.72
akhirnya tugas selesai juga lega banget di rumah sama keluarga,happy,0.21
normal lah itu aku kena reject,neutral,0.21
semangat hati hati di jalan meii,happy,0.17
kecewa banget sama hasilnya lucu pas perjalanan,sad,0.83
sudah tak sepurokan,neutral,0.33
kecewa banget sama hasilnya agak random sih,sad,0.75
itu mah suster pak eh bapak apa kabar,neutral,0.29
hufftt bismillah bismillah semoga kumanan dina niki periksane pun panik mik pun panik katah sholawat mawon,anxious,0.89
orang itu bikin emosi banget dan kepikiran terus,angry,0.71
aku mengganti handukku kalian ingin tahu merek handukku nanti saja lucu apa ini bisa dijadikan konten lucu baiklah selamat malam untuk hari ini,neutral,0.26
masih susah pindah on dari kejadian itu hari ini waktu malam sama teman kantor,sad,0.85
terima kasih ya sudah bikin hariku lebih baik lucu di kampus,happy,0.24
kemarin dia follow akun saya pakai yang satunya tetapi direct message saya tidak dibalas setan sedih,sad,0.64
merasa sendirian akhir akhir ini lucu di kantor sama dia,sad,0.72
ini orang kayaknya suka banget sama bruno mars,neutral,0.25
halo mas jnt terima kasih sudah mengantarkan paket kesayangan saya tapi nama saya double r,happy,0.15
aku cuma ingin istirahat sebentar tapi ya sudahlah di rumah sendiri,sad,0.84
jangan lupa mengingatkan sayang buat napas takut lupa malah repot,anxious,0.76
dengan beredarnya video ini semoga media online televisi atau cetak pada stop tidak usah memberitakan koronal koronol omrica omricon mercon lagi biar semua kembali normal karena kuncinya itu ada di berita,neutral,0.3
deg degan menunggu hasil pengumuman dan kepikiran terus di rumah sendiri,anxious,0.82
kamu mengerti tidak drun dia sedang menjalankan kerja sebagai anggota dewan yang dapat hak impunitas kadrun bego banget sih kalau sih edi mulyadi sudah jelas menghina luar biasa merendahkan dengan menyebut kata binatang dan setan kamu kamu begitu dong saja tidak mengerti drun,angry,0.95
banget kalau gue slr dan cuma bisa balas seadanya dan contact person gue marah atau sebal wajar sih itu gue merasa bersalah,sad,0.69
selain kecewa gue juga agak heran eib ini dari awal banyak saja yang nimbrung baik yang sok paham tidak sesuai konteks dan lain lain mulai dari persoalan gaji volunteer dan sebagainya sampai akhirnya eib dihentikan tapi itu si oke gue salut sama sikap sebagai penikmat karyanya,neutral,0.23
baru kali ini tidak keluar rumah beberapa hari gara gara tidak enak badan hari sebelumnya karena menganggur,sad,0.52
senang banget hari ini ketemu teman lama lucu bareng teman sendiri,happy,0.07
ya ampun aku ikutan sedih,sad,0.76
kenapa sih harus bikin masalah terus sumpah bareng teman sama teman kantor,angry,0.78
aku cuma ingin istirahat sebentar tapi ya sudahlah di kantor sama keluarga,sad,0.8
anjir ini akun gila bego dongok bikin saya kaget saja,angry,0.99
kesal banget sama orang yang tidak tepat waktu banget tadi pagi sama keluarga,angry,0.83
banyak yang kecewa sama desainnya ayangto karena beda banget sama fanart yang ada,sad,0.77
pagii semangat juga ya,happy,0.03
marah banget karena pekerjaan berantakan bareng teman sama keluarga,angry,0.7
ta tapi aku biasa tidak di aduk takut tidak enak,anxious,0.82
lupa banget caranya menangis kadang biar menangis saya pancing pakai menonton film sedih tetap saja susah bagaimana ini ya takut sistem air mata sudah tidak bereproduksi lagi,sad,0.52
takut,anxious,0.83
kamu sedih kamu sudah kena prank lmao,happy,0.15
kan apa kabar ya yang lain hilang hilang,neutral,0.3
semangat aktivis rpw,happy,0.15
lah itu adalah kesntuh semua sarafnya stres sedih marah frustasi cemas mual tegang langsung bablas hilang mana cantik banget genggamannya,neutral,0.33
akhirnya lolos interview kerja jujur saja waktu malam sama keluarga,happy,0.16
hujan terus enak,happy,0.0
alhamdulillah pagia dapat kabar baik,happy,0.04
anxious banget sebelum meeting tadi lucu pas perjalanan sama teman kantor,anxious,0.82
pagi bang semangat dewan masjid indonesia sebuah perubahan dengan tindakan jauhi nato not action membicarakan only,happy,0.12
malam ini kepikiran terus jadi sedih banget di rumah sama dia,sad,0.6
pagi sudah dapat kabar baik banget alhamdulillah banget sih,happy,0.09
bila menyampah jealous tapi tak benci camni lah,neutral,0.33
tadi waktu mau berangkat ke sekolah kan harus salim dulu kan sama orang tua terus tadi mau salim ke ayah tapi katanya sudah sana berangkat saja jadinya cuma salim ke mama sumpah kayak kenapa susah banget tinggal julurin tangan doang tadi diperjalanan pikir keras sambil menahan tangis,sad,0.75
akhirnya lolos interview kerja lucu pas perjalanan sama dia,happy,0.26
walau tubuh lelah dan lisan tengah marah tetaplah berdoa sebab tuhan melihat tengadah kita yang pasrah dan hati yang ikhlas dalam mengharap kepada nya walau aktivitas kita menggunung indihome selalu menemani untuk urusan online nya,neutral,0.35
banyaknya petani yang tersebar di seluruh indonesia menteri badan usaha milik negara gagas program energi tani et dengan tujuan membumikan semangat bertani sehingga para petani menghasilkan produk produk pertanian secara mandiri,neutral,0.24
hari ini berat banget dijalani agak random sih di rumah sama keluarga,sad,0.68
kenapa sih harus bikin masalah terus banget sama dia,angry,0.82
nih biar lebih semangat,neutral,0.26
kamu tidak lebih dari orang iri yang kebetulan tolol,angry,0.96
khawatir sama kondisi sekarang lucu bareng teman sama keluarga,anxious,0.84
coba dengar yang good riddance give me novacaine sama stay the night itu juga enak,happy,0.11
lini masa saya sepi banget sudah,sad,0.77
pagiku cerah ku market ku hijau hijau,happy,0.13
masih semangat retwit enggak,neutral,0.22
cayy jangan lupaa makan siang ya jangan malu malu untuk jbjb,anxious,0.75
terima kasih ya sudah bikin hariku lebih baik padahal sudah coba santai di rumah sama dia,happy,0.3
marah banget karena pekerjaan berantakan banget asli,angry,0.94
my baru bangun terus buka handphone dan dapat kabar kayak begini senang banget ya ampun,happy,0.13
aku langsung mencoba nder ini pakai minyak telon doang sih wah luar biasa,happy,0.02
akhir akhir ini cemas terus lucu sendiri,anxious,0.96
pagi dapat kabar baik tentang jimin,happy,0.09
akhir akhir ini cemas terus serius waktu malam sama dia,anxious,0.75
walaupun bukan bagian fandom tetapi tiap ada member boy girlgrup keluar itu rasanya ikut sedih,sad,0.64
ini belum mulai direct message sudah mules takut di blok,anxious,0.81
pagi membuat emosi juragan,angry,0.96
kehilangan semangat buat kenapa apa lucu sama keluarga,sad,0.58
selamat pagi pak deh tetap semangat dan sehat selalu,happy,0.05
jangankan fandom lain orang orang fandom mereka yang malu sama kelakuan circle ini saja tidak di dengarkan lucu kalau sakit psikis better bawa ke psikiater sih,neutral,0.26
fokus dengan apa yang bisa kita kendalikan saja,neutral,0.34
emosi lihat komentar orang tadi serius tadi pagi sendiri,angry,0.77
aku enggak paham kondisimu waktu kamu mencari aku buat bincang mengobrol kayak biasanya itu kayak apa dan bego nya aku malah ceng ini kurang kerjaan kasihan maaf banget aku tak tau kamu bakal semarah ini maaf banget benaran aku tidak ada maksud buat begitu aku cuma bercanda kayak biasanya begitu,sad,0.72
iya sih tapi ciwi ciwi ini agak naik turun jadi kita saling takut,anxious,0.76
pasti atuh apalagi lagi musim begini tidak itu radang biasa tidak apa apa makan buah an yang banyak aku baru sembuh kemarin begitu juga huhu,neutral,0.27
cemas memikirkan masa depan serius pas perjalanan sama keluarga,anxious,0.96
pacarku suka hilang ilangan tanpa kabar dan kadang ngilangnya bisa seharian begitu nah sekarang dia juga menghilang lagi sudah hari kalau aku meminta putus begitu aku berlebihan kah jujur aku sudah lelah banget tapi aku masih sayang,sad,0.66
semangat para atm wlm,happy,0.1
takut tetapi berusaha menenangkan diri,anxious,0.87
deg degan menunggu hasil pengumuman bareng teman sama dia,anxious,0.96
kesal banget sama orang yang tidak tepat waktu dan kepikiran terus di kampus,angry,0.74
kecewa banget sama hasilnya banget asli di rumah sama dia,sad,0.62
makan favorit hari ini bikin bahagia banget asli pas perjalanan sama dia,happy,0.05
entar paket saya yang rembes hujan kemarin datang dan saya diminta unboxing depan kurir terus bakal di memvideo kan saya malu ya,anxious,0.84
lelah sama keadaan sekarang tapi ya sudahlah pas perjalanan sama keluarga,sad,0.74
suka tidak selalu berarti cinta bisa saja rasa kagum,neutral,0.32
geram banget sama pelayanan tadi banget asli tadi pagi sendiri,angry,0.92
terima kasih ya sudah bikin hariku lebih baik padahal sudah coba santai tadi pagi sendiri,happy,0.27
kecewa banget sama hasilnya sih pas perjalanan sama dia,sad,0.57
ketika dokter pembimbing demanding suka bertanya tetapi dia baik banget,happy,0.1
semangat okeyy,happy,0.1
kecewa banget sama hasilnya dari tadi kepikiran sama keluarga,sad,0.76
kecewa banget sama hasilnya lucu waktu malam,sad,0.76
heran banget sama orang orang yang suka nunda pekerjaan tanpa alasan,angry,0.87
benar banget aku baru suka khh sekitar bulan ini dan mulai mendalami dan segi rapper dan agensi mereka but kamu know tunggu agensi aomg dan h ghr musik yang di pegang dan di kelola jaebom benar hebat dan di isi segudang prestasi artis nya,happy,0.08
takut gagal di presentasi besok jujur saja di kampus,anxious,0.85
bingung dan takut ambil keputusan hari ini waktu malam sama teman kantor,anxious,0.85
pasti bingung kaget wakilnya seperti biasa sedangkan enggak benarnya sedang kampanye mimpi mencalonkan presiden,neutral,0.37
md nya juga tolong jangan lupa dibacain takut meriang membutuh kan kasih sayang,anxious,0.8
kehilangan semangat buat kenapa apa lucu di kantor sama teman kantor,sad,0.84
jadi diri sendiri itu tidak mesti malu dijudge itu hal yang biasa hidup harusnya jadi milikmu bukan milik omongan orang lain salshaabilaa,neutral,0.36
tolong jangan benci fany fany baik baik kok tidak makan orang kok,angry,0.95
senyum sendiri pas ingat kejadian tadi dari tadi kepikiran tadi pagi sama dia,happy,0.09
sch ini caranya bagaimana ya biar teman teman ekstrakurikuler tidak pakai kelas sender buat jadi ruang pertemuan sudah ditegur sama wali kelas sender masih bebel banget mana kalau pakai itu suka tidak izin terus kelasnya dikotorin lagi sama kipas tidak dimatiin lagi kesal lihatnya,angry,0.94
sekarang masih begitu tidak kakak sedih banget,sad,0.74
ralf rangnick di babak pertama kami seharusnya dengan mudah dapat unggul gol dan babak kedua kami juga memiliki peluang kami seharusnya memenangkan pertandingan di waktu normal melalui adu penalti kami tahu apa pun dapat terjadi,neutral,0.32
apa kabar ya pak mukamu din a,neutral,0.29
astaga sedih banget denise itu favorit banget sudah suaranya,sad,0.65
bismillah yuk semangat pagii,happy,0.11
kayaknya masih sepi ya apa lanjutkan snowdrop dulu,neutral,0.28
manusia normal ingin menjadi anime,neutral,0.2
kecewa banget sama hasilnya lucu di kantor sama teman kantor,sad,0.57
kenapa nak hasut orang tak vaksin pasti bangga sangat bila orang vaksin takut nak cerita side effect kat dia,anxious,0.74
kehilangan semangat buat kenapa apa sih sama keluarga,sad,0.58
tinggal like saja kan bisa kok marah sih,angry,0.87
baik lah begini contoh yang baik nanti saya bagi upeti ya diam diam saja,neutral,0.36
carasun ini enak juga ya jadi sunscreen mana dapat ukuran mlnya lagi sok worth itu,happy,0.02
sudah sabar tapi masih dibohongi lucu bareng teman sama teman kantor,angry,0.78
jangan bodoh tidak boleh kena umpan,angry,0.91
pagi ruby apa kabar,neutral,0.37
semangat vancaa,happy,0.09
sedih membaca isi twit anda macam tak ada isinya dan amehnya anda menikmati semua komen di lapak anda ini,sad,0.56
emosi lihat komentar orang tadi padahal sudah coba santai di rumah,angry,0.94
berteman sama orang bodoh bakal ikut bodoh bahkan jadi bebal itu sangat tepat tks,neutral,0.39
apakah kamu juga harus berbuat hal yang sama pada orang lain meskipun orang itu tak bersalah padamu hanya untuk mendapat perhatian dan balas dendam sih mon hal tersebut justru hanya akan tambah membuatmu semakin dibenci dan dijauhi cobalah belajar untuk menahan emosi dan perkataan,angry,0.86
eitss jangan marah marah mom nanti asi tidak keluar,angry,0.9
tiap wtm dan menunggu lta satu sisi sih fmc nya juga sudah ganti jadi kali tidak sabar tapi ya takut dan wuaduu,anxious,0.71
dari film aku kira kamu rumah misal kalau kalian ada gejala yang diantaranya suasana hati suasana hati berubah drastis marah yang terlalu meledak nglempar barang pas emosi sejenisnya itu bisa jadi ada tanda yang harus di priksakan konsultasikan sama ahlinya sok be aware ya,neutral,0.25
dia memang begitu aku juga greget gemas lembut banget di rl tapi kalau lihat film dramanya kaget sekeren itu,happy,0.02
bingung dan takut ambil keputusan lucu bareng teman sendiri,anxious,0.86
inilah contoh orang yang belum siap bersosial media ya begini nih sudah close minded racist bodoh attitude tidak ada,angry,0.9
sumpah bikin emosi saja pagi pagi,angry,0.97
anxious banget sebelum meeting tadi serius di kampus sama dia,anxious,0.85
sedih kenapa bub aku,sad,0.61
kepikiran banyak hal sampai susah tidur jujur saja sama dia,anxious,0.71
cinta memang rumit dan menguras energi jiwa raga hati hidup gue,sad,0.63
geram banget sama pelayanan tadi banget,angry,0.86
sedih tengok orang argue pasal islamic financing menindas dia sama saja ada lah beberapa manfaat untuk orang islam tapi pada dasarnya sama saja cuma ditukar ke term arabic sikit total pembayaran balik sama hampir sama saja dengan konvensional punya benda cari makan,sad,0.72
hari ini berat banget dijalani tapi ya sudahlah bareng teman sama teman kantor,sad,0.69
masih susah pindah on dari kejadian itu hari ini pas perjalanan sama teman kantor,sad,0.68
hai bagaimana kabar,neutral,0.28
masih susah pindah on dari kejadian itu banget bareng teman sendiri,sad,0.62
cerah ya,happy,0.15
sadar tidak kadang suatu yang kita genggam bisa hilang begitu saja bunda,neutral,0.4
ini saya tidak tau harus sedih atau tertawa semangat mbarnim semoga bisa kembali lagi hubungannya,sad,0.51
aku biarkan hujan mengurai rindu agar tak pekat salahku mencampur rindu dengan sepi hingga terkecaplah pahit yang nelangsa,sad,0.78
misuhku caraku mengekspreksikan emosi,neutral,0.37
tidak tau saya tidak mengetes asjckskdkgjahajdjfa tapi sejujurnya kalau benaran pun tidak kaget soalnya memang lebih parah dari biasa,neutral,0.37
lagi mau tanyakan kabar tapi takut ganggu,anxious,0.7
jia lucu biasanya yang curhat cewek dimedsos lagi kasihan istrinya yang menanggung malu di kampung,anxious,0.75
dapat kabar baik dari keluarga tadi pagi lucu bareng teman sama dia,happy,0.12
dulu untuk jadi ustaz di pesantren ya harus sudah mumpuni dalam bidangnya bukan siapa saja boleh tidak kayak sekarang banyak sesat,angry,0.88
lucu apa itu kan sudah bangkotan bodoh pula,angry,0.9
simpati itu teman dan dendam itu musuh kogoro mouri,neutral,0.37
kalau posisinya kayak sender gue biasa saja sih soalnya dia juga sudah jelaskan kan baru lihat linenya kan tidak semua orang sudah tau line kamu nder dia juga bilang maaf jadi buat gue itu biasa saja sih,neutral,0.36
