text,emotion_label,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,emotion_id
Hari ini biasa aja jalan sore lalu lanjut aktivitas lagi,neutral,Hari ini biasa aja jalan sore lalu lanjut aktivitas lagi,hari ini biasa aja jalan sore lalu lanjut aktivitas lagi,hari ini biasa saja jalan sore lalu lanjut aktivitas lagi,"['hari', 'ini', 'biasa', 'saja', 'jalan', 'sore', 'lalu', 'lanjut', 'aktivitas', 'lagi']","['jalan', 'sore', 'aktivitas']",jalan sore aktivitas,3
"Akhir-akhir ini, AI menggantikan pekerjaan",fear,Akhirakhir ini AI menggantikan pekerjaan,"akhir-akhir ini, ai menggantikan pekerjaan","akhir-akhir ini, ai menggantikan pekerjaan","['akhir-akhir', 'ini', ',', 'ai', 'menggantikan', 'pekerjaan']","['akhir-akhir', ',', 'ai', 'menggantikan', 'pekerjaan']","akhir-akhir , ai menggantikan pekerjaan",1
Aku khawatir pas takut salah ngomong saat presentasi,fear,Aku khawatir pas takut salah ngomong saat presentasi,aku khawatir pas takut salah ngomong saat presentasi,aku khawatir pas takut salah bicara saat presentasi,"['aku', 'khawatir', 'pas', 'takut', 'salah', 'bicara', 'saat', 'presentasi']","['khawatir', 'pas', 'takut', 'salah', 'bicara', 'presentasi']",khawatir pas takut salah bicara presentasi,1
Tadi malam data project hilang,fear,Tadi malam data project hilang,tadi malam data project hilang,tadi malam data project hilang,"['tadi', 'malam', 'data', 'project', 'hilang']","['malam', 'data', 'project', 'hilang']",malam data project hilang,1
"-kelemahan seorang lelaki yg apabila suami yg gak bisa sabar dengan kondisi perempuan. jika mandul, nikah lagi cari yg lain. jika di pukul atau di diskriminasi, diam tutup aib. jika nafsu muncul, penuhi. jangan sampai berkata tidak. sedih banget jadi perempuan-",sad,kelemahan seorang lelaki yg apabila suami yg gak bisa sabar dengan kondisi perempuan jika mandul nikah lagi cari yg lain jika di pukul atau di diskriminasi diam tutup aib jika nafsu muncul penuhi jangan sampai berkata tidak sedih banget jadi perempuan,"-kelemahan seorang lelaki yg apabila suami yg gak bisa sabar dengan kondisi perempuan. jika mandul, nikah lagi cari yg lain. jika di pukul atau di diskriminasi, diam tutup aib. jika nafsu muncul, penuhi. jangan sampai berkata tidak. sedih banget jadi perempuan-","-kelemahan seorang lelaki yang apabila suami yang gak bisa sabar dengan kondisi perempuan. jika mandul, nikah lagi cari yang lain. jika di pukul atau di diskriminasi, diam tutup aib. jika nafsu muncul, penuhi. jangan sampai berkata tidak. sedih banget jadi perempuan-","['-kelemahan', 'seorang', 'lelaki', 'yang', 'apabila', 'suami', 'yang', 'gak', 'bisa', 'sabar', 'dengan', 'kondisi', 'perempuan', '.', 'jika', 'mandul', ',', 'nikah', 'lagi', 'cari', 'yang', 'lain', '.', 'jika', 'di', 'pukul', 'atau', 'di', 'diskriminasi', ',', 'diam', 'tutup', 'aib', '.', 'jika', 'nafsu', 'muncul', ',', 'penuhi', '.', 'jangan', 'sampai', 'berkata', 'tidak', '.', 'sedih', 'banget', 'jadi', 'perempuan-']","['-kelemahan', 'lelaki', 'suami', 'sabar', 'kondisi', 'perempuan', '.', 'mandul', ',', 'nikah', 'cari', '.', 'diskriminasi', ',', 'diam', 'tutup', 'aib', '.', 'nafsu', 'muncul', ',', 'penuhi', '.', '.', 'sedih', 'banget', 'perempuan-']","-kelemahan lelaki suami sabar kondisi perempuan . mandul , nikah cari . diskriminasi , diam tutup aib . nafsu muncul , penuhi . . sedih banget perempuan-",4
"apa bedanya coba awal chat huruf kapital apa engga ? sahabat, kamu kok tolol",angry,apa bedanya coba awal chat huruf kapital apa engga  sahabat kamu kok tolol,"apa bedanya coba awal chat huruf kapital apa engga ? sahabat, kamu kok tolol","apa bedanya coba awal chat huruf kapital apa engga ? sahabat, kamu kok tolol","['apa', 'bedanya', 'coba', 'awal', 'chat', 'huruf', 'kapital', 'apa', 'engga', '?', 'sahabat', ',', 'kamu', 'kok', 'tolol']","['bedanya', 'coba', 'chat', 'huruf', 'kapital', 'engga', '?', 'sahabat', ',', 'tolol']","bedanya coba chat huruf kapital engga ? sahabat , tolol",0
"Tadi malam, AI menggantikan pekerjaan dan susah tidur jadinya",fear,Tadi malam AI menggantikan pekerjaan dan susah tidur jadinya,"tadi malam, ai menggantikan pekerjaan dan susah tidur jadinya","tadi malam, ai menggantikan pekerjaan dan susah tidur jadinya","['tadi', 'malam', ',', 'ai', 'menggantikan', 'pekerjaan', 'dan', 'susah', 'tidur', 'jadinya']","['malam', ',', 'ai', 'menggantikan', 'pekerjaan', 'susah', 'tidur']","malam , ai menggantikan pekerjaan susah tidur",1
Jengkel parah kode error padahal deadline dekat,angry,Jengkel parah kode error padahal deadline dekat,jengkel parah kode error padahal deadline dekat,jengkel parah kode error padahal deadline dekat,"['jengkel', 'parah', 'kode', 'error', 'padahal', 'deadline', 'dekat']","['jengkel', 'parah', 'kode', 'error', 'deadline']",jengkel parah kode error deadline,0
gw tau malu ya hih :(,sad,gw tau malu ya hih,gw tau malu ya hih :(,saya tahu malu iya hih :(,"['saya', 'tahu', 'malu', 'iya', 'hih', ':', '(']","['malu', 'hih', ':', '(']",malu hih : (,4
"benci banget sama diri sendiri, gampang nangis kalo ngobrol sama orang tua.",angry,benci banget sama diri sendiri gampang nangis kalo ngobrol sama orang tua,"benci banget sama diri sendiri, gampang nangis kalo ngobrol sama orang tua.","benci banget sama diri sendiri, gampang menangis kalau ngobrol sama orang tua.","['benci', 'banget', 'sama', 'diri', 'sendiri', ',', 'gampang', 'menangis', 'kalau', 'ngobrol', 'sama', 'orang', 'tua', '.']","['benci', 'banget', ',', 'gampang', 'menangis', 'ngobrol', 'orang', 'tua', '.']","benci banget , gampang menangis ngobrol orang tua .",0
Jujur agak cemas orang tua sakit aku jadi overthinking terus,fear,Jujur agak cemas orang tua sakit aku jadi overthinking terus,jujur agak cemas orang tua sakit aku jadi overthinking terus,jujur agak cemas orang tua sakit aku jadi overthinking terus,"['jujur', 'agak', 'cemas', 'orang', 'tua', 'sakit', 'aku', 'jadi', 'overthinking', 'terus']","['jujur', 'cemas', 'orang', 'tua', 'sakit', 'overthinking']",jujur cemas orang tua sakit overthinking,1
Hari ini bikin emosi pas tetangga berisik tengah malam kepala langsung panas,angry,Hari ini bikin emosi pas tetangga berisik tengah malam kepala langsung panas,hari ini bikin emosi pas tetangga berisik tengah malam kepala langsung panas,hari ini bikin emosi pas tetangga berisik tengah malam kepala langsung panas,"['hari', 'ini', 'bikin', 'emosi', 'pas', 'tetangga', 'berisik', 'tengah', 'malam', 'kepala', 'langsung', 'panas']","['bikin', 'emosi', 'pas', 'tetangga', 'berisik', 'malam', 'kepala', 'langsung', 'panas']",bikin emosi pas tetangga berisik malam kepala langsung panas,0
Kesel banget kode error padahal deadline dekat dan bikin stres banget,angry,Kesel banget kode error padahal deadline dekat dan bikin stres banget,kesel banget kode error padahal deadline dekat dan bikin stres banget,kesel banget kode error padahal deadline dekat dan bikin stres banget,"['kesel', 'banget', 'kode', 'error', 'padahal', 'deadline', 'dekat', 'dan', 'bikin', 'stres', 'banget']","['kesel', 'banget', 'kode', 'error', 'deadline', 'bikin', 'stres', 'banget']",kesel banget kode error deadline bikin stres banget,0
"ga suka banget org sembarangan naik ke kasur aku pas keringetan, atau kakinya ga dibersihin dulu padahal abis dri luar trus berpasir, naikin kaki seenaknya, badan lengket sama keringet. kamar aku apek kan jdinya aku mesti bersihin ulang. dilarang ke kamar, dibilangnya rahasia2an",angry,ga suka banget org sembarangan naik ke kasur aku pas keringetan atau kakinya ga dibersihin dulu padahal abis dri luar trus berpasir naikin kaki seenaknya badan lengket sama keringet kamar aku apek kan jdinya aku mesti bersihin ulang dilarang ke kamar dibilangnya rahasiaan,"ga suka banget org sembarangan naik ke kasur aku pas keringetan, atau kakinya ga dibersihin dulu padahal abis dri luar trus berpasir, naikin kaki seenaknya, badan lengket sama keringet. kamar aku apek kan jdinya aku mesti bersihin ulang. dilarang ke kamar, dibilangnya rahasia2an","ga suka banget org sembarangan naik ke kasur aku pas keringetan, atau kakinya ga dibersihin dulu padahal habis dari luar trus berpasir, naikin kaki seenaknya, badan lengket sama keringet. kamar aku apek kan jdinya aku mesti bersihin ulang. dilarang ke kamar, dibilangnya rahasia2an","['ga', 'suka', 'banget', 'org', 'sembarangan', 'naik', 'ke', 'kasur', 'aku', 'pas', 'keringetan', ',', 'atau', 'kakinya', 'ga', 'dibersihin', 'dulu', 'padahal', 'habis', 'dari', 'luar', 'trus', 'berpasir', ',', 'naikin', 'kaki', 'seenaknya', ',', 'badan', 'lengket', 'sama', 'keringet', '.', 'kamar', 'aku', 'apek', 'kan', 'jdinya', 'aku', 'mesti', 'bersihin', 'ulang', '.', 'dilarang', 'ke', 'kamar', ',', 'dibilangnya', 'rahasia2an']","['suka', 'banget', 'org', 'sembarangan', 'kasur', 'pas', 'keringetan', ',', 'kakinya', 'dibersihin', 'habis', 'trus', 'berpasir', ',', 'naikin', 'kaki', ',', 'badan', 'lengket', 'keringet', '.', 'kamar', 'apek', 'jdinya', 'mesti', 'bersihin', 'ulang', '.', 'dilarang', 'kamar', ',', 'dibilangnya', 'rahasia2an']","suka banget org sembarangan kasur pas keringetan , kakinya dibersihin habis trus berpasir , naikin kaki , badan lengket keringet . kamar apek jdinya mesti bersihin ulang . dilarang kamar , dibilangnya rahasia2an",0
jangan pernah merendahkan diri sendiri karena kita itu luar biasaa,neutral,jangan pernah merendahkan diri sendiri karena kita itu luar biasaa,jangan pernah merendahkan diri sendiri karena kita itu luar biasaa,jangan pernah merendahkan diri sendiri karena kita itu luar biasaa,"['jangan', 'pernah', 'merendahkan', 'diri', 'sendiri', 'karena', 'kita', 'itu', 'luar', 'biasaa\x9d']","['merendahkan', 'biasaa\x9d']",merendahkan biasaa,3
"Sekarang lagi, masak sederhana lalu lanjut aktivitas lagi",neutral,Sekarang lagi masak sederhana lalu lanjut aktivitas lagi,"sekarang lagi, masak sederhana lalu lanjut aktivitas lagi","sekarang lagi, masak sederhana lalu lanjut aktivitas lagi","['sekarang', 'lagi', ',', 'masak', 'sederhana', 'lalu', 'lanjut', 'aktivitas', 'lagi']","[',', 'masak', 'sederhana', 'aktivitas']",", masak sederhana aktivitas",3
"Seharian ini, gagal lomba dan itu bikin down",sad,Seharian ini gagal lomba dan itu bikin down,"seharian ini, gagal lomba dan itu bikin down","seharian ini, gagal lomba dan itu bikin down","['seharian', 'ini', ',', 'gagal', 'lomba', 'dan', 'itu', 'bikin', 'down']","['seharian', ',', 'gagal', 'lomba', 'bikin']","seharian , gagal lomba bikin",4
Hari ini bikin emosi orang ngaret tanpa kabar kepala langsung panas,angry,Hari ini bikin emosi orang ngaret tanpa kabar kepala langsung panas,hari ini bikin emosi orang ngaret tanpa kabar kepala langsung panas,hari ini bikin emosi orang terlambat tanpa kabar kepala langsung panas,"['hari', 'ini', 'bikin', 'emosi', 'orang', 'terlambat', 'tanpa', 'kabar', 'kepala', 'langsung', 'panas']","['bikin', 'emosi', 'orang', 'terlambat', 'kabar', 'kepala', 'langsung', 'panas']",bikin emosi orang terlambat kabar kepala langsung panas,0
Akhirnya project selesai tepat waktu,happy,Akhirnya project selesai tepat waktu,akhirnya project selesai tepat waktu,akhirnya project selesai tepat waktu,"['akhirnya', 'project', 'selesai', 'tepat', 'waktu']","['project', 'selesai']",project selesai,2
Tadi pagi pas hasil workout mulai kelihatan jadi semangat lagi,happy,Tadi pagi pas hasil workout mulai kelihatan jadi semangat lagi,tadi pagi pas hasil workout mulai kelihatan jadi semangat lagi,tadi pagi pas hasil workout mulai kelihatan jadi semangat lagi,"['tadi', 'pagi', 'pas', 'hasil', 'workout', 'mulai', 'kelihatan', 'jadi', 'semangat', 'lagi']","['pagi', 'pas', 'hasil', 'workout', 'semangat']",pagi pas hasil workout semangat,2
Aku beneran kesel server down terus kepala langsung panas,angry,Aku beneran kesel server down terus kepala langsung panas,aku beneran kesel server down terus kepala langsung panas,aku beneran kesel server down terus kepala langsung panas,"['aku', 'beneran', 'kesel', 'server', 'down', 'terus', 'kepala', 'langsung', 'panas']","['beneran', 'kesel', 'server', 'kepala', 'langsung', 'panas']",beneran kesel server kepala langsung panas,0
enak lah,happy,enak lah,enak lah,enak lah,"['enak', 'lah']",['enak'],enak,2
Hari ini biasa aja pas main game sebentar ga terlalu capek juga,neutral,Hari ini biasa aja pas main game sebentar ga terlalu capek juga,hari ini biasa aja pas main game sebentar ga terlalu capek juga,hari ini biasa saja pas main game sebentar ga terlalu capek juga,"['hari', 'ini', 'biasa', 'saja', 'pas', 'main', 'game', 'sebentar', 'ga', 'terlalu', 'capek', 'juga']","['pas', 'main', 'game', 'sebentar', 'capek']",pas main game sebentar capek,3
Barusan karena berhasil deploy aplikasi pokoknya lega banget,happy,Barusan karena berhasil deploy aplikasi pokoknya lega banget,barusan karena berhasil deploy aplikasi pokoknya lega banget,barusan karena berhasil deploy aplikasi pokoknya lega banget,"['barusan', 'karena', 'berhasil', 'deploy', 'aplikasi', 'pokoknya', 'lega', 'banget']","['barusan', 'berhasil', 'deploy', 'aplikasi', 'pokoknya', 'lega', 'banget']",barusan berhasil deploy aplikasi pokoknya lega banget,2
"Akhir-akhir ini, data project hilang aku jadi overthinking terus",fear,Akhirakhir ini data project hilang aku jadi overthinking terus,"akhir-akhir ini, data project hilang aku jadi overthinking terus","akhir-akhir ini, data project hilang aku jadi overthinking terus","['akhir-akhir', 'ini', ',', 'data', 'project', 'hilang', 'aku', 'jadi', 'overthinking', 'terus']","['akhir-akhir', ',', 'data', 'project', 'hilang', 'overthinking']","akhir-akhir , data project hilang overthinking",1
Aku lagi pas cek email kantor lalu lanjut aktivitas lagi,neutral,Aku lagi pas cek email kantor lalu lanjut aktivitas lagi,aku lagi pas cek email kantor lalu lanjut aktivitas lagi,aku lagi pas cek email kantor lalu lanjut aktivitas lagi,"['aku', 'lagi', 'pas', 'cek', 'email', 'kantor', 'lalu', 'lanjut', 'aktivitas', 'lagi']","['pas', 'cek', 'email', 'kantor', 'aktivitas']",pas cek email kantor aktivitas,3
"Serius deh, nilai revisi naik pokoknya lega banget",happy,Serius deh nilai revisi naik pokoknya lega banget,"serius deh, nilai revisi naik pokoknya lega banget","serius deh, nilai revisi naik pokoknya lega banget","['serius', 'deh', ',', 'nilai', 'revisi', 'naik', 'pokoknya', 'lega', 'banget']","['serius', 'deh', ',', 'nilai', 'revisi', 'pokoknya', 'lega', 'banget']","serius deh , nilai revisi pokoknya lega banget",2
Aku ngerasa pas burnout kuliah,sad,Aku ngerasa pas burnout kuliah,aku ngerasa pas burnout kuliah,aku ngerasa pas burnout kuliah,"['aku', 'ngerasa', 'pas', 'burnout', 'kuliah']","['ngerasa', 'pas', 'burnout', 'kuliah']",ngerasa pas burnout kuliah,4
Aku cuma dengerin musik,neutral,Aku cuma dengerin musik,aku cuma dengerin musik,aku cuma dengerin musik,"['aku', 'cuma', 'dengerin', 'musik']","['dengerin', 'musik']",dengerin musik,3
Aku panik karena deadline makin dekat seharian jadi kepikiran,fear,Aku panik karena deadline makin dekat seharian jadi kepikiran,aku panik karena deadline makin dekat seharian jadi kepikiran,aku panik karena deadline makin dekat seharian jadi terpikirkan,"['aku', 'panik', 'karena', 'deadline', 'makin', 'dekat', 'seharian', 'jadi', 'terpikirkan']","['panik', 'deadline', 'seharian', 'terpikirkan']",panik deadline seharian terpikirkan,1
Seneng banget pas jualan rame meski kemarin sempat capek,happy,Seneng banget pas jualan rame meski kemarin sempat capek,seneng banget pas jualan rame meski kemarin sempat capek,seneng banget pas jualan ramai meski kemarin sempat capek,"['seneng', 'banget', 'pas', 'jualan', 'ramai', 'meski', 'kemarin', 'sempat', 'capek']","['seneng', 'banget', 'pas', 'jualan', 'ramai', 'kemarin', 'capek']",seneng banget pas jualan ramai kemarin capek,2
kamu kesannya kaya ga butuh aku dude istg its not bcs i dont need you or smth tapi gue cuma gamau dikatain matre. mending ngasih bapak ibu mu karena mereka lebih pantes dapetin itu. kalo mau beliin aku sesuatu boleh tapi jangan sering sering takut beban :((,fear,kamu kesannya kaya ga butuh aku dude istg its not bcs i dont need you or smth tapi gue cuma gamau dikatain matre mending ngasih bapak ibu mu karena mereka lebih pantes dapetin itu kalo mau beliin aku sesuatu boleh tapi jangan sering sering takut beban,kamu kesannya kaya ga butuh aku dude istg its not bcs i dont need you or smth tapi gue cuma gamau dikatain matre. mending ngasih bapak ibu mu karena mereka lebih pantes dapetin itu. kalo mau beliin aku sesuatu boleh tapi jangan sering sering takut beban :((,kamu kesannya kaya ga butuh aku dude istg its not bcs i dont need you or smth tapi saya cuma gamau dikatain matre. lebih baik memberikan bapak ibu mu karena mereka lebih pantes dapetin itu. kalau mau belikan aku sesuatu boleh tapi jangan sering sering takut beban :((,"['kamu', 'kesannya', 'kaya', 'ga', 'butuh', 'aku', 'dude', 'istg', 'its', 'not', 'bcs', 'i', 'dont', 'need', 'you', 'or', 'smth', 'tapi', 'saya', 'cuma', 'gamau', 'dikatain', 'matre', '.', 'lebih', 'baik', 'memberikan', 'bapak', 'ibu', 'mu', 'karena', 'mereka', 'lebih', 'pantes', 'dapetin', 'itu', '.', 'kalau', 'mau', 'belikan', 'aku', 'sesuatu', 'boleh', 'tapi', 'jangan', 'sering', 'sering', 'takut', 'beban', ':', '(', '(']","['kesannya', 'kaya', 'butuh', 'dude', 'istg', 'bcs', 'dont', 'need', 'smth', 'gamau', 'dikatain', 'matre', '.', 'mu', 'pantes', 'dapetin', '.', 'belikan', 'takut', 'beban', ':', '(', '(']",kesannya kaya butuh dude istg bcs dont need smth gamau dikatain matre . mu pantes dapetin . belikan takut beban : ( (,1
Ga nyangka project selesai tepat waktu dan hariku jadi lebih enak,happy,Ga nyangka project selesai tepat waktu dan hariku jadi lebih enak,ga nyangka project selesai tepat waktu dan hariku jadi lebih enak,ga nyangka project selesai tepat waktu dan hariku jadi lebih enak,"['ga', 'nyangka', 'project', 'selesai', 'tepat', 'waktu', 'dan', 'hariku', 'jadi', 'lebih', 'enak']","['nyangka', 'project', 'selesai', 'hariku', 'enak']",nyangka project selesai hariku enak,2
Aku marah karena client ubah requirement mendadak,angry,Aku marah karena client ubah requirement mendadak,aku marah karena client ubah requirement mendadak,aku marah karena client ubah requirement mendadak,"['aku', 'marah', 'karena', 'client', 'ubah', 'requirement', 'mendadak']","['marah', 'client', 'ubah', 'requirement', 'mendadak']",marah client ubah requirement mendadak,0
Jengkel parah pas kerjaan dilempar terus kepala langsung panas,angry,Jengkel parah pas kerjaan dilempar terus kepala langsung panas,jengkel parah pas kerjaan dilempar terus kepala langsung panas,jengkel parah pas kerjaan dilempar terus kepala langsung panas,"['jengkel', 'parah', 'pas', 'kerjaan', 'dilempar', 'terus', 'kepala', 'langsung', 'panas']","['jengkel', 'parah', 'pas', 'kerjaan', 'dilempar', 'kepala', 'langsung', 'panas']",jengkel parah pas kerjaan dilempar kepala langsung panas,0
